tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_barrio,hora
DENUNCIA,08/03/2021,16:06:48,CABALLITO,16
DENUNCIA,08/03/2021,13:45:44,AGRONOMIA,13
DENUNCIA,08/03/2021,15:44:37,FLORES,15
DENUNCIA,08/03/2021,19:16:57,VILLA URQUIZA,19
DENUNCIA,08/03/2021,20:33:34,PALERMO,20
DENUNCIA,08/03/2021,15:57:29,CABALLITO,15
DENUNCIA,09/03/2021,00:55:02,RECOLETA,00
DENUNCIA,09/03/2021,13:42:08,BALVANERA,13
DENUNCIA,09/03/2021,00:51:00,VILLA DEL PARQUE,00
DENUNCIA,09/03/2021,10:18:07,VILLA LURO,10
DENUNCIA,09/03/2021,10:39:42,NUÑEZ,10
DENUNCIA,09/03/2021,18:03:35,RECOLETA,18
DENUNCIA,09/03/2021,15:38:14,CABALLITO,15
DENUNCIA,09/03/2021,08:40:34,VILLA URQUIZA,08
DENUNCIA,09/03/2021,19:49:05,RECOLETA,19
DENUNCIA,09/03/2021,08:33:16,BARRACAS,08
DENUNCIA,10/03/2021,10:36:12,NUÑEZ,10
DENUNCIA,10/03/2021,00:28:05,FLORESTA,00
DENUNCIA,10/03/2021,09:20:35,FLORES,09
DENUNCIA,10/03/2021,22:23:27,RECOLETA,22
DENUNCIA,10/03/2021,17:19:46,NUÑEZ,17
DENUNCIA,10/03/2021,13:08:43,ALMAGRO,13
DENUNCIA,10/03/2021,21:20:29,RECOLETA,21
DENUNCIA,10/03/2021,23:14:05,SAN TELMO,23
DENUNCIA,10/03/2021,13:44:44,VILLA DEVOTO,13
DENUNCIA,10/03/2021,10:34:38,CABALLITO,10
DENUNCIA,10/03/2021,16:35:24,VILLA CRESPO,16
DENUNCIA,10/03/2021,22:05:31,RECOLETA,22
DENUNCIA,10/03/2021,08:43:09,NUÑEZ,08
DENUNCIA,10/03/2021,22:35:18,COLEGIALES,22
DENUNCIA,11/03/2021,15:45:43,PATERNAL,15
DENUNCIA,11/03/2021,16:03:02,RECOLETA,16
DENUNCIA,11/03/2021,15:08:14,CABALLITO,15
DENUNCIA,11/03/2021,10:31:56,BOCA,10
DENUNCIA,11/03/2021,14:24:04,SAN NICOLAS,14
DENUNCIA,11/03/2021,09:25:32,MONSERRAT,09
DENUNCIA,11/03/2021,11:41:55,VILLA CRESPO,11
DENUNCIA,11/03/2021,18:45:47,CABALLITO,18
DENUNCIA,11/03/2021,20:22:45,RECOLETA,20
DENUNCIA,11/03/2021,19:30:29,BELGRANO,19
DENUNCIA,11/03/2021,20:45:43,BELGRANO,20
DENUNCIA,11/03/2021,08:34:33,RECOLETA,08
DENUNCIA,12/03/2021,04:20:36,BALVANERA,04
DENUNCIA,12/03/2021,18:45:03,SAAVEDRA,18
DENUNCIA,12/03/2021,15:34:18,SAN CRISTOBAL,15
DENUNCIA,12/03/2021,11:57:52,CABALLITO,11
DENUNCIA,12/03/2021,10:09:33,VILLA LURO,10
DENUNCIA,12/03/2021,12:20:48,PARQUE AVELLANEDA,12
DENUNCIA,12/03/2021,09:15:49,ALMAGRO,09
DENUNCIA,12/03/2021,13:50:20,BALVANERA,13
DENUNCIA,12/03/2021,23:41:32,BARRACAS,23
DENUNCIA,12/03/2021,23:53:55,BOEDO,23
DENUNCIA,12/03/2021,09:32:55,PARQUE PATRICIOS,09
DENUNCIA,12/03/2021,16:03:05,CABALLITO,16
DENUNCIA,12/03/2021,23:12:54,BARRACAS,23
DENUNCIA,12/03/2021,23:22:38,BARRACAS,23
DENUNCIA,12/03/2021,14:52:23,VILLA URQUIZA,14
DENUNCIA,12/03/2021,16:44:38,VILLA RIACHUELO,16
DENUNCIA,12/03/2021,08:38:22,AGRONOMIA,08
DENUNCIA,13/03/2021,00:10:04,PALERMO,00
DENUNCIA,13/03/2021,21:53:10,ALMAGRO,21
DENUNCIA,13/03/2021,01:01:19,PALERMO,01
DENUNCIA,13/03/2021,09:57:07,BOCA,09
DENUNCIA,13/03/2021,17:55:04,VILLA CRESPO,17
DENUNCIA,13/03/2021,17:57:51,PALERMO,17
DENUNCIA,13/03/2021,21:52:46,PALERMO,21
DENUNCIA,13/03/2021,01:03:35,PALERMO,01
DENUNCIA,13/03/2021,23:21:36,FLORES,23
DENUNCIA,13/03/2021,23:43:05,CABALLITO,23
DENUNCIA,13/03/2021,12:16:38,PARQUE PATRICIOS,12
DENUNCIA,13/03/2021,10:42:04,NUEVA POMPEYA,10
DENUNCIA,13/03/2021,07:37:45,PALERMO,07
DENUNCIA,13/03/2021,09:10:12,COLEGIALES,09
DENUNCIA,13/03/2021,12:20:08,RECOLETA,12
DENUNCIA,13/03/2021,22:54:45,VILLA ORTUZAR,22
DENUNCIA,13/03/2021,07:51:16,COLEGIALES,07
DENUNCIA,13/03/2021,12:07:56,RECOLETA,12
DENUNCIA,14/03/2021,00:18:21,PALERMO,00
DENUNCIA,14/03/2021,00:09:16,PALERMO,00
DENUNCIA,14/03/2021,14:26:13,RECOLETA,14
DENUNCIA,14/03/2021,00:48:31,NUÑEZ,00
DENUNCIA,14/03/2021,11:08:24,CABALLITO,11
DENUNCIA,14/03/2021,21:24:34,PALERMO,21
DENUNCIA,14/03/2021,22:22:30,ALMAGRO,22
DENUNCIA,14/03/2021,23:11:58,ALMAGRO,23
DENUNCIA,14/03/2021,22:00:25,PALERMO,22
DENUNCIA,14/03/2021,12:51:37,PALERMO,12
DENUNCIA,14/03/2021,19:45:29,VILLA CRESPO,19
DENUNCIA,14/03/2021,19:38:21,BOCA,19
DENUNCIA,14/03/2021,18:47:31,PARQUE PATRICIOS,18
DENUNCIA,15/03/2021,11:33:09,VILLA DEVOTO,11
DENUNCIA,15/03/2021,16:56:42,RECOLETA,16
DENUNCIA,15/03/2021,05:29:41,BELGRANO,05
DENUNCIA,15/03/2021,00:05:51,PALERMO,00
DENUNCIA,15/03/2021,16:21:13,BELGRANO,16
DENUNCIA,15/03/2021,11:28:17,PALERMO,11
DENUNCIA,15/03/2021,00:05:38,PALERMO,00
DENUNCIA,15/03/2021,09:20:23,PALERMO,09
DENUNCIA,15/03/2021,09:43:04,PALERMO,09
DENUNCIA,15/03/2021,12:07:47,MATADEROS,12
DENUNCIA,15/03/2021,14:14:43,VILLA URQUIZA,14
DENUNCIA,15/03/2021,21:47:30,CABALLITO,21
DENUNCIA,15/03/2021,11:39:11,NUÑEZ,11
DENUNCIA,15/03/2021,12:54:26,VILLA URQUIZA,12
DENUNCIA,15/03/2021,19:47:18,VILLA DEL PARQUE,19
DENUNCIA,15/03/2021,08:55:58,MATADEROS,08
DENUNCIA,15/03/2021,20:02:07,RECOLETA,20
DENUNCIA,16/03/2021,11:07:22,VILLA DEL PARQUE,11
DENUNCIA,16/03/2021,18:53:13,PALERMO,18
DENUNCIA,16/03/2021,13:19:22,CABALLITO,13
DENUNCIA,16/03/2021,02:33:48,NUÑEZ,02
DENUNCIA,16/03/2021,06:42:31,FLORES,06
DENUNCIA,16/03/2021,18:11:48,VILLA CRESPO,18
DENUNCIA,16/03/2021,15:54:12,COLEGIALES,15
DENUNCIA,16/03/2021,12:11:10,VILLA LURO,12
DENUNCIA,16/03/2021,12:08:42,VILLA LURO,12
DENUNCIA,16/03/2021,09:48:51,RETIRO,09
DENUNCIA,16/03/2021,08:48:32,NUÑEZ,08
DENUNCIA,16/03/2021,15:32:25,SAAVEDRA,15
DENUNCIA,16/03/2021,21:39:53,CHACARITA,21
DENUNCIA,16/03/2021,22:04:36,FLORES,22
DENUNCIA,16/03/2021,18:09:24,RECOLETA,18
DENUNCIA,16/03/2021,11:57:04,SAN TELMO,11
DENUNCIA,16/03/2021,21:05:37,PALERMO,21
DENUNCIA,16/03/2021,11:20:21,VILLA LUGANO,11
DENUNCIA,16/03/2021,18:22:15,NUÑEZ,18
DENUNCIA,17/03/2021,11:20:48,PALERMO,11
DENUNCIA,17/03/2021,12:57:26,PARQUE CHACABUCO,12
DENUNCIA,17/03/2021,15:16:07,PALERMO,15
DENUNCIA,17/03/2021,09:46:16,VILLA DEL PARQUE,09
DENUNCIA,17/03/2021,13:48:46,ALMAGRO,13
DENUNCIA,17/03/2021,10:57:45,PALERMO,10
DENUNCIA,17/03/2021,23:55:57,PALERMO,23
DENUNCIA,17/03/2021,09:25:08,VILLA URQUIZA,09
DENUNCIA,17/03/2021,23:54:49,PALERMO,23
DENUNCIA,17/03/2021,17:54:25,RECOLETA,17
DENUNCIA,17/03/2021,16:28:26,RECOLETA,16
DENUNCIA,17/03/2021,22:37:42,VILLA URQUIZA,22
DENUNCIA,17/03/2021,19:23:58,NUÑEZ,19
DENUNCIA,18/03/2021,00:07:50,VILLA CRESPO,00
DENUNCIA,18/03/2021,19:39:20,MATADEROS,19
DENUNCIA,18/03/2021,14:09:52,BELGRANO,14
DENUNCIA,18/03/2021,00:58:39,VILLA LURO,00
DENUNCIA,18/03/2021,20:02:27,PALERMO,20
DENUNCIA,18/03/2021,08:24:14,COLEGIALES,08
DENUNCIA,18/03/2021,10:57:12,BELGRANO,10
DENUNCIA,18/03/2021,18:38:38,FLORES,18
DENUNCIA,18/03/2021,11:02:38,SAAVEDRA,11
DENUNCIA,18/03/2021,17:43:48,VILLA URQUIZA,17
DENUNCIA,18/03/2021,23:17:28,BELGRANO,23
DENUNCIA,18/03/2021,17:10:52,PALERMO,17
DENUNCIA,18/03/2021,22:00:25,RETIRO,22
DENUNCIA,18/03/2021,01:41:13,VILLA DEVOTO,01
DENUNCIA,18/03/2021,03:43:13,PALERMO,03
DENUNCIA,18/03/2021,09:28:33,PALERMO,09
DENUNCIA,19/03/2021,16:43:54,BELGRANO,16
DENUNCIA,19/03/2021,12:13:15,PALERMO,12
DENUNCIA,19/03/2021,11:38:52,CABALLITO,11
DENUNCIA,19/03/2021,16:24:21,PALERMO,16
DENUNCIA,19/03/2021,00:11:52,PALERMO,00
DENUNCIA,19/03/2021,01:32:51,BELGRANO,01
DENUNCIA,19/03/2021,16:13:03,PALERMO,16
DENUNCIA,19/03/2021,17:43:19,BOEDO,17
DENUNCIA,19/03/2021,23:22:25,PALERMO,23
DENUNCIA,19/03/2021,08:26:47,BELGRANO,08
DENUNCIA,19/03/2021,15:38:35,PALERMO,15
DENUNCIA,19/03/2021,23:00:55,PALERMO,23
DENUNCIA,19/03/2021,23:31:12,PALERMO,23
DENUNCIA,19/03/2021,23:37:11,CABALLITO,23
DENUNCIA,19/03/2021,22:10:28,RECOLETA,22
DENUNCIA,19/03/2021,22:37:50,VILLA CRESPO,22
DENUNCIA,19/03/2021,15:40:12,CONSTITUCION,15
DENUNCIA,20/03/2021,19:16:25,VILLA LURO,19
DENUNCIA,20/03/2021,04:54:21,VILLA CRESPO,04
DENUNCIA,20/03/2021,01:10:31,VILLA DEVOTO,01
DENUNCIA,20/03/2021,00:43:13,VILLA ORTUZAR,00
DENUNCIA,20/03/2021,11:23:48,BOEDO,11
DENUNCIA,20/03/2021,22:47:44,PALERMO,22
DENUNCIA,20/03/2021,10:33:39,FLORES,10
DENUNCIA,20/03/2021,15:08:25,ALMAGRO,15
DENUNCIA,20/03/2021,20:00:17,ALMAGRO,20
DENUNCIA,20/03/2021,21:37:13,SAN CRISTOBAL,21
DENUNCIA,21/03/2021,10:18:12,CABALLITO,10
DENUNCIA,21/03/2021,02:49:54,PALERMO,02
DENUNCIA,21/03/2021,19:53:30,ALMAGRO,19
DENUNCIA,21/03/2021,00:44:35,PALERMO,00
DENUNCIA,21/03/2021,09:58:29,CABALLITO,09
DENUNCIA,21/03/2021,08:03:26,RETIRO,08
DENUNCIA,21/03/2021,15:08:46,PALERMO,15
DENUNCIA,21/03/2021,21:49:17,PALERMO,21
DENUNCIA,21/03/2021,23:23:14,ALMAGRO,23
DENUNCIA,21/03/2021,20:29:29,PALERMO,20
DENUNCIA,21/03/2021,22:06:13,RECOLETA,22
DENUNCIA,21/03/2021,09:45:19,RETIRO,09
DENUNCIA,21/03/2021,20:52:30,SAAVEDRA,20
DENUNCIA,21/03/2021,17:07:29,CHACARITA,17
DENUNCIA,21/03/2021,09:09:09,RETIRO,09
DENUNCIA,22/03/2021,15:03:15,MONSERRAT,15
DENUNCIA,22/03/2021,13:37:02,SAN NICOLAS,13
DENUNCIA,22/03/2021,10:57:19,RECOLETA,10
DENUNCIA,22/03/2021,11:40:27,PALERMO,11
DENUNCIA,22/03/2021,13:14:08,RECOLETA,13
DENUNCIA,22/03/2021,13:24:19,RECOLETA,13
DENUNCIA,22/03/2021,01:16:42,MONSERRAT,01
DENUNCIA,22/03/2021,11:05:32,VILLA LURO,11
DENUNCIA,22/03/2021,09:00:42,VILLA GRAL. MITRE,09
DENUNCIA,22/03/2021,11:01:53,CHACARITA,11
DENUNCIA,22/03/2021,15:00:29,VILLA DEVOTO,15
DENUNCIA,22/03/2021,10:27:10,ALMAGRO,10
DENUNCIA,22/03/2021,11:31:03,CABALLITO,11
DENUNCIA,22/03/2021,21:08:36,CONSTITUCION,21
DENUNCIA,22/03/2021,22:42:55,VILLA CRESPO,22
DENUNCIA,23/03/2021,12:52:20,MONSERRAT,12
DENUNCIA,23/03/2021,15:16:27,BALVANERA,15
DENUNCIA,23/03/2021,23:52:14,BOCA,23
DENUNCIA,23/03/2021,12:18:28,BARRACAS,12
DENUNCIA,23/03/2021,09:53:56,SAN TELMO,09
DENUNCIA,23/03/2021,07:59:34,ALMAGRO,07
DENUNCIA,23/03/2021,18:29:13,BELGRANO,18
DENUNCIA,23/03/2021,16:35:17,ALMAGRO,16
DENUNCIA,23/03/2021,08:38:10,CHACARITA,08
DENUNCIA,23/03/2021,15:56:41,PALERMO,15
DENUNCIA,23/03/2021,16:24:36,PUERTO MADERO,16
DENUNCIA,23/03/2021,23:51:20,RECOLETA,23
DENUNCIA,23/03/2021,00:31:48,VILLA CRESPO,00
DENUNCIA,23/03/2021,20:29:27,VILLA URQUIZA,20
DENUNCIA,23/03/2021,22:55:16,VILLA LURO,22
DENUNCIA,23/03/2021,16:40:58,RECOLETA,16
DENUNCIA,23/03/2021,11:45:19,RECOLETA,11
DENUNCIA,23/03/2021,21:12:04,ALMAGRO,21
DENUNCIA,23/03/2021,17:42:25,PALERMO,17
DENUNCIA,23/03/2021,10:50:22,CHACARITA,10
DENUNCIA,23/03/2021,17:37:23,VILLA RIACHUELO,17
DENUNCIA,24/03/2021,00:16:12,VILLA SANTA RITA,00
DENUNCIA,24/03/2021,00:00:53,VILLA CRESPO,00
DENUNCIA,24/03/2021,14:21:28,PALERMO,14
DENUNCIA,24/03/2021,10:59:19,VILLA DEL PARQUE,10
DENUNCIA,24/03/2021,09:36:04,CHACARITA,09
DENUNCIA,24/03/2021,11:05:48,CABALLITO,11
DENUNCIA,24/03/2021,10:57:40,PARQUE PATRICIOS,10
DENUNCIA,24/03/2021,00:27:45,PALERMO,00
DENUNCIA,24/03/2021,10:34:11,CABALLITO,10
DENUNCIA,24/03/2021,14:50:54,PALERMO,14
DENUNCIA,24/03/2021,12:22:40,MONTE CASTRO,12
DENUNCIA,24/03/2021,10:40:03,BELGRANO,10
DENUNCIA,24/03/2021,20:25:01,VILLA LURO,20
DENUNCIA,24/03/2021,16:26:17,VILLA PUEYRREDON,16
DENUNCIA,24/03/2021,22:34:11,VILLA SOLDATI,22
DENUNCIA,24/03/2021,13:29:47,BELGRANO,13
DENUNCIA,24/03/2021,17:43:18,PALERMO,17
DENUNCIA,24/03/2021,16:58:48,VILLA CRESPO,16
DENUNCIA,24/03/2021,21:38:24,MONSERRAT,21
DENUNCIA,24/03/2021,07:43:10,PALERMO,07
DENUNCIA,24/03/2021,07:44:11,BELGRANO,07
DENUNCIA,25/03/2021,10:11:54,BOCA,10
DENUNCIA,25/03/2021,00:09:44,SAN TELMO,00
DENUNCIA,25/03/2021,19:22:37,VILLA GRAL. MITRE,19
DENUNCIA,25/03/2021,13:36:08,RECOLETA,13
DENUNCIA,25/03/2021,15:31:29,SAN TELMO,15
DENUNCIA,25/03/2021,09:01:03,PALERMO,09
DENUNCIA,25/03/2021,16:41:50,FLORES,16
DENUNCIA,26/03/2021,07:37:41,PALERMO,07
DENUNCIA,26/03/2021,10:48:19,PALERMO,10
DENUNCIA,26/03/2021,11:38:32,VILLA CRESPO,11
DENUNCIA,26/03/2021,00:38:21,MONSERRAT,00
DENUNCIA,26/03/2021,10:08:33,RECOLETA,10
DENUNCIA,26/03/2021,16:09:31,RECOLETA,16
DENUNCIA,26/03/2021,17:32:03,VILLA PUEYRREDON,17
DENUNCIA,26/03/2021,14:07:31,PARQUE PATRICIOS,14
DENUNCIA,26/03/2021,15:42:01,COLEGIALES,15
DENUNCIA,26/03/2021,16:47:30,COLEGIALES,16
DENUNCIA,26/03/2021,16:51:28,ALMAGRO,16
DENUNCIA,26/03/2021,10:28:50,PALERMO,10
DENUNCIA,26/03/2021,22:56:12,ALMAGRO,22
DENUNCIA,26/03/2021,22:26:12,RECOLETA,22
DENUNCIA,26/03/2021,13:40:28,FLORES,13
DENUNCIA,27/03/2021,10:50:26,PALERMO,10
DENUNCIA,27/03/2021,00:39:59,VILLA CRESPO,00
DENUNCIA,27/03/2021,13:52:48,VILLA DEL PARQUE,13
DENUNCIA,27/03/2021,09:53:20,PALERMO,09
DENUNCIA,27/03/2021,14:30:01,PALERMO,14
DENUNCIA,27/03/2021,09:53:05,VILLA URQUIZA,09
DENUNCIA,27/03/2021,21:06:10,BOCA,21
DENUNCIA,27/03/2021,12:05:25,PALERMO,12
DENUNCIA,27/03/2021,01:35:28,PALERMO,01
DENUNCIA,27/03/2021,11:32:23,VILLA CRESPO,11
DENUNCIA,28/03/2021,01:54:17,VILLA CRESPO,01
DENUNCIA,28/03/2021,16:49:40,COLEGIALES,16
DENUNCIA,28/03/2021,13:15:28,CABALLITO,13
DENUNCIA,28/03/2021,01:32:47,PALERMO,01
DENUNCIA,28/03/2021,00:54:35,VILLA SOLDATI,00
DENUNCIA,28/03/2021,16:11:57,ALMAGRO,16
DENUNCIA,28/03/2021,16:30:16,NUEVA POMPEYA,16
DENUNCIA,28/03/2021,15:23:17,RECOLETA,15
DENUNCIA,29/03/2021,12:16:13,RECOLETA,12
DENUNCIA,29/03/2021,15:07:36,BELGRANO,15
DENUNCIA,29/03/2021,15:46:55,RECOLETA,15
DENUNCIA,29/03/2021,08:29:01,ALMAGRO,08
DENUNCIA,29/03/2021,12:02:57,BELGRANO,12
DENUNCIA,29/03/2021,14:25:06,BARRACAS,14
DENUNCIA,29/03/2021,01:22:34,SAN TELMO,01
DENUNCIA,29/03/2021,10:14:52,SAN NICOLAS,10
DENUNCIA,29/03/2021,01:40:12,PALERMO,01
DENUNCIA,29/03/2021,11:48:49,FLORES,11
DENUNCIA,29/03/2021,18:01:53,BELGRANO,18
DENUNCIA,29/03/2021,22:15:36,ALMAGRO,22
DENUNCIA,29/03/2021,18:35:40,MATADEROS,18
DENUNCIA,29/03/2021,22:50:12,ALMAGRO,22
DENUNCIA,29/03/2021,19:47:14,BARRACAS,19
DENUNCIA,29/03/2021,22:12:16,ALMAGRO,22
DENUNCIA,30/03/2021,16:08:58,RECOLETA,16
DENUNCIA,30/03/2021,21:26:47,BELGRANO,21
DENUNCIA,30/03/2021,11:28:46,FLORESTA,11
DENUNCIA,30/03/2021,11:31:24,CONSTITUCION,11
DENUNCIA,30/03/2021,22:39:42,VILLA CRESPO,22
DENUNCIA,30/03/2021,12:52:23,CABALLITO,12
DENUNCIA,30/03/2021,12:06:56,VILLA LURO,12
DENUNCIA,30/03/2021,12:32:29,CABALLITO,12
DENUNCIA,30/03/2021,13:18:07,CABALLITO,13
DENUNCIA,30/03/2021,11:45:33,PALERMO,11
DENUNCIA,30/03/2021,20:08:42,ALMAGRO,20
DENUNCIA,30/03/2021,11:37:03,RECOLETA,11
DENUNCIA,30/03/2021,09:25:01,COLEGIALES,09
DENUNCIA,30/03/2021,16:29:21,SAN CRISTOBAL,16
DENUNCIA,30/03/2021,22:37:33,ALMAGRO,22
DENUNCIA,30/03/2021,22:09:27,PARQUE AVELLANEDA,22
DENUNCIA,31/03/2021,01:35:12,VILLA CRESPO,01
DENUNCIA,31/03/2021,19:00:42,BOEDO,19
DENUNCIA,31/03/2021,10:19:54,VILLA DEVOTO,10
DENUNCIA,31/03/2021,12:24:32,FLORES,12
DENUNCIA,31/03/2021,07:58:58,PALERMO,07
DENUNCIA,31/03/2021,17:55:58,AGRONOMIA,17
DENUNCIA,31/03/2021,20:58:51,FLORES,20
DENUNCIA,31/03/2021,23:27:14,MONSERRAT,23
DENUNCIA,31/03/2021,12:16:12,PARQUE PATRICIOS,12
DENUNCIA,01/04/2021,17:04:09,PARQUE AVELLANEDA,17
DENUNCIA,01/04/2021,07:50:41,VILLA ORTUZAR,07
DENUNCIA,01/04/2021,13:59:50,AGRONOMIA,13
DENUNCIA,01/04/2021,21:54:53,VILLA LURO,21
DENUNCIA,01/04/2021,22:25:43,SAN TELMO,22
DENUNCIA,01/04/2021,21:17:35,CONSTITUCION,21
DENUNCIA,01/04/2021,21:44:57,CONSTITUCION,21
DENUNCIA,01/04/2021,13:33:35,CABALLITO,13
DENUNCIA,02/04/2021,22:41:57,VILLA URQUIZA,22
DENUNCIA,02/04/2021,01:21:21,PALERMO,01
DENUNCIA,02/04/2021,21:08:08,SAN CRISTOBAL,21
DENUNCIA,02/04/2021,01:01:43,NUÑEZ,01
DENUNCIA,02/04/2021,14:45:34,BELGRANO,14
DENUNCIA,02/04/2021,15:52:43,RECOLETA,15
DENUNCIA,02/04/2021,00:03:58,MONSERRAT,00
DENUNCIA,02/04/2021,11:01:36,RECOLETA,11
DENUNCIA,03/04/2021,12:35:44,VILLA SANTA RITA,12
DENUNCIA,03/04/2021,19:17:52,BALVANERA,19
DENUNCIA,03/04/2021,15:30:39,VILLA LUGANO,15
DENUNCIA,03/04/2021,23:09:38,ALMAGRO,23
DENUNCIA,03/04/2021,12:17:01,NUÑEZ,12
DENUNCIA,03/04/2021,19:06:38,VILLA CRESPO,19
DENUNCIA,03/04/2021,10:05:31,CHACARITA,10
DENUNCIA,03/04/2021,12:44:35,RECOLETA,12
DENUNCIA,04/04/2021,08:00:22,VILLA LUGANO,08
DENUNCIA,04/04/2021,15:00:25,PALERMO,15
DENUNCIA,04/04/2021,15:21:28,VILLA CRESPO,15
DENUNCIA,04/04/2021,19:10:50,AGRONOMIA,19
DENUNCIA,04/04/2021,10:14:53,CABALLITO,10
DENUNCIA,04/04/2021,01:00:47,COGHLAN,01
DENUNCIA,04/04/2021,17:20:06,VILLA CRESPO,17
DENUNCIA,04/04/2021,19:01:48,VILLA DEVOTO,19
DENUNCIA,04/04/2021,23:15:54,VILLA CRESPO,23
DENUNCIA,04/04/2021,19:31:35,PARQUE CHAS,19
DENUNCIA,04/04/2021,17:40:08,PALERMO,17
DENUNCIA,05/04/2021,11:52:32,VILLA URQUIZA,11
DENUNCIA,05/04/2021,11:21:35,PALERMO,11
DENUNCIA,05/04/2021,19:21:43,VILLA DEVOTO,19
DENUNCIA,05/04/2021,00:19:26,PALERMO,00
DENUNCIA,05/04/2021,15:24:48,SAN NICOLAS,15
DENUNCIA,05/04/2021,14:36:51,ALMAGRO,14
DENUNCIA,05/04/2021,15:01:35,MONSERRAT,15
DENUNCIA,05/04/2021,12:43:55,VILLA DEL PARQUE,12
DENUNCIA,05/04/2021,11:16:43,PALERMO,11
DENUNCIA,05/04/2021,20:59:08,MONSERRAT,20
DENUNCIA,05/04/2021,12:46:55,FLORES,12
DENUNCIA,06/04/2021,08:30:43,MONSERRAT,08
DENUNCIA,06/04/2021,10:43:16,FLORESTA,10
DENUNCIA,06/04/2021,17:17:49,RECOLETA,17
DENUNCIA,06/04/2021,14:18:20,FLORES,14
DENUNCIA,06/04/2021,17:00:21,BOCA,17
DENUNCIA,06/04/2021,12:21:23,BELGRANO,12
DENUNCIA,06/04/2021,13:47:30,VILLA LUGANO,13
DENUNCIA,06/04/2021,10:32:35,VILLA LUGANO,10
DENUNCIA,06/04/2021,02:02:18,VILLA URQUIZA,02
DENUNCIA,06/04/2021,08:00:37,BARRACAS,08
DENUNCIA,06/04/2021,17:38:22,VILLA DEVOTO,17
DENUNCIA,06/04/2021,23:20:52,NUÑEZ,23
DENUNCIA,06/04/2021,15:56:22,FLORES,15
DENUNCIA,06/04/2021,22:47:47,PALERMO,22
DENUNCIA,06/04/2021,14:11:45,VILLA DEVOTO,14
DENUNCIA,07/04/2021,15:05:56,COGHLAN,15
DENUNCIA,07/04/2021,13:27:52,VILLA CRESPO,13
DENUNCIA,07/04/2021,12:05:51,RECOLETA,12
DENUNCIA,07/04/2021,13:58:25,COLEGIALES,13
DENUNCIA,07/04/2021,08:28:42,PALERMO,08
DENUNCIA,07/04/2021,11:15:51,RECOLETA,11
DENUNCIA,07/04/2021,11:12:48,VILLA DEL PARQUE,11
DENUNCIA,07/04/2021,14:05:20,COGHLAN,14
DENUNCIA,07/04/2021,21:15:19,MONSERRAT,21
DENUNCIA,07/04/2021,09:30:15,VILLA DEL PARQUE,09
DENUNCIA,07/04/2021,22:35:55,VILLA CRESPO,22
DENUNCIA,07/04/2021,16:00:04,CABALLITO,16
DENUNCIA,08/04/2021,10:56:33,VELEZ SARSFIELD,10
DENUNCIA,08/04/2021,17:54:58,RECOLETA,17
DENUNCIA,08/04/2021,20:26:27,PALERMO,20
DENUNCIA,08/04/2021,11:44:19,BELGRANO,11
DENUNCIA,08/04/2021,09:42:01,BALVANERA,09
DENUNCIA,08/04/2021,10:53:21,VELEZ SARSFIELD,10
DENUNCIA,08/04/2021,10:50:01,VELEZ SARSFIELD,10
DENUNCIA,08/04/2021,11:37:19,PALERMO,11
DENUNCIA,08/04/2021,14:44:34,CABALLITO,14
DENUNCIA,08/04/2021,15:18:59,CABALLITO,15
DENUNCIA,08/04/2021,11:16:02,VILLA LURO,11
DENUNCIA,08/04/2021,10:01:14,VILLA GRAL. MITRE,10
DENUNCIA,08/04/2021,15:54:44,MONSERRAT,15
DENUNCIA,08/04/2021,18:51:56,BALVANERA,18
DENUNCIA,08/04/2021,18:52:52,VILLA URQUIZA,18
DENUNCIA,09/04/2021,17:34:49,BELGRANO,17
DENUNCIA,09/04/2021,14:28:29,LINIERS,14
DENUNCIA,09/04/2021,12:00:05,PALERMO,12
DENUNCIA,09/04/2021,12:52:20,BELGRANO,12
DENUNCIA,09/04/2021,09:44:19,SAAVEDRA,09
DENUNCIA,09/04/2021,14:44:12,VILLA SANTA RITA,14
DENUNCIA,09/04/2021,15:58:38,VILLA REAL,15
DENUNCIA,09/04/2021,16:55:12,VILLA URQUIZA,16
DENUNCIA,09/04/2021,11:25:04,CABALLITO,11
DENUNCIA,09/04/2021,11:56:14,PALERMO,11
DENUNCIA,09/04/2021,11:28:57,BALVANERA,11
DENUNCIA,09/04/2021,09:22:04,BOEDO,09
DENUNCIA,09/04/2021,00:31:07,MONSERRAT,00
DENUNCIA,09/04/2021,15:13:47,SAN TELMO,15
DENUNCIA,09/04/2021,14:48:32,FLORES,14
DENUNCIA,10/04/2021,16:49:19,RECOLETA,16
DENUNCIA,10/04/2021,00:28:37,CABALLITO,00
DENUNCIA,10/04/2021,01:22:41,VILLA CRESPO,01
DENUNCIA,10/04/2021,06:37:26,VILLA CRESPO,06
DENUNCIA,10/04/2021,06:09:07,PARQUE CHAS,06
DENUNCIA,10/04/2021,23:06:59,VILLA GRAL. MITRE,23
DENUNCIA,10/04/2021,20:14:03,PALERMO,20
DENUNCIA,11/04/2021,22:50:33,COLEGIALES,22
DENUNCIA,11/04/2021,16:32:25,COLEGIALES,16
DENUNCIA,11/04/2021,20:31:02,PARQUE PATRICIOS,20
DENUNCIA,11/04/2021,14:40:17,PARQUE PATRICIOS,14
