tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_barrio,mes,hora
Denuncia,29/09/2021,16:49:44,CABALLITO,9,16
Denuncia,29/09/2021,17:09:41,PARQUE CHAS,9,17
Denuncia,29/09/2021,09:26:12,PALERMO,9,09
Denuncia,29/09/2021,19:10:18,CABALLITO,9,19
Denuncia,30/09/2021,14:23:31,SAN TELMO,9,14
Denuncia,30/09/2021,14:44:25,FLORES,9,14
Denuncia,30/09/2021,23:24:23,MONSERRAT,9,23
Denuncia,30/09/2021,18:12:33,VILLA SANTA RITA,9,18
Denuncia,30/09/2021,10:59:15,BELGRANO,9,10
Denuncia,30/09/2021,10:33:37,VELEZ SARSFIELD,9,10
Denuncia,30/09/2021,10:13:14,COLEGIALES,9,10
Denuncia,30/09/2021,11:50:11,VILLA CRESPO,9,11
Denuncia,30/09/2021,16:16:20,CABALLITO,9,16
Denuncia,30/09/2021,11:10:53,RECOLETA,9,11
Denuncia,01/10/2021,19:57:36,RECOLETA,10,19
Denuncia,01/10/2021,20:35:49,VILLA SANTA RITA,10,20
Denuncia,01/10/2021,23:49:55,ALMAGRO,10,23
Denuncia,01/10/2021,22:27:29,PARQUE CHACABUCO,10,22
Denuncia,01/10/2021,14:47:57,BELGRANO,10,14
Denuncia,01/10/2021,11:02:07,RECOLETA,10,11
Denuncia,01/10/2021,22:17:44,PARQUE PATRICIOS,10,22
Denuncia,02/10/2021,00:43:21,BALVANERA,10,00
Denuncia,02/10/2021,01:39:52,PALERMO,10,01
Denuncia,02/10/2021,14:09:36,SAN CRISTOBAL,10,14
Denuncia,02/10/2021,14:29:47,SAN TELMO,10,14
Denuncia,02/10/2021,02:09:33,PALERMO,10,02
Denuncia,02/10/2021,17:06:12,BALVANERA,10,17
Denuncia,02/10/2021,21:30:12,VILLA PUEYRREDON,10,21
Denuncia,02/10/2021,18:18:11,BALVANERA,10,18
Denuncia,02/10/2021,10:11:33,SAN CRISTOBAL,10,10
Denuncia,02/10/2021,01:02:00,BELGRANO,10,01
Denuncia,02/10/2021,02:20:26,VILLA GRAL. MITRE,10,02
Denuncia,02/10/2021,00:11:04,SAAVEDRA,10,00
Denuncia,02/10/2021,01:38:24,CABALLITO,10,01
Denuncia,02/10/2021,01:23:16,PALERMO,10,01
Denuncia,03/10/2021,12:00:28,RECOLETA,10,12
Denuncia,03/10/2021,03:29:58,PALERMO,10,03
Denuncia,03/10/2021,01:28:42,PALERMO,10,01
Denuncia,03/10/2021,18:14:37,VILLA CRESPO,10,18
Denuncia,03/10/2021,18:29:09,VILLA DEVOTO,10,18
Denuncia,03/10/2021,11:05:17,CABALLITO,10,11
Denuncia,03/10/2021,18:36:39,MATADEROS,10,18
Denuncia,03/10/2021,00:26:56,PALERMO,10,00
Denuncia,04/10/2021,10:57:54,ALMAGRO,10,10
Denuncia,04/10/2021,15:20:26,VILLA CRESPO,10,15
Denuncia,04/10/2021,13:31:39,RECOLETA,10,13
Denuncia,04/10/2021,11:34:58,BELGRANO,10,11
Denuncia,04/10/2021,18:59:57,VILLA CRESPO,10,18
Denuncia,04/10/2021,14:23:25,BELGRANO,10,14
Denuncia,04/10/2021,13:47:40,PALERMO,10,13
Denuncia,04/10/2021,01:39:56,SAN NICOLAS,10,01
Denuncia,04/10/2021,22:58:50,VILLA URQUIZA,10,22
Denuncia,04/10/2021,12:13:04,RECOLETA,10,12
Denuncia,05/10/2021,12:44:13,BALVANERA,10,12
Denuncia,05/10/2021,03:19:32,VILLA SANTA RITA,10,03
Denuncia,05/10/2021,12:02:20,LINIERS,10,12
Denuncia,05/10/2021,14:00:20,PALERMO,10,14
Denuncia,05/10/2021,11:40:32,PALERMO,10,11
Denuncia,05/10/2021,14:16:22,PALERMO,10,14
Denuncia,05/10/2021,17:01:16,PALERMO,10,17
Denuncia,05/10/2021,13:07:27,PALERMO,10,13
Denuncia,06/10/2021,19:55:58,BOEDO,10,19
Denuncia,06/10/2021,22:44:18,PARQUE PATRICIOS,10,22
Denuncia,06/10/2021,16:30:47,PALERMO,10,16
Denuncia,06/10/2021,17:50:20,BELGRANO,10,17
Denuncia,06/10/2021,17:22:51,FLORES,10,17
Denuncia,06/10/2021,00:09:23,ALMAGRO,10,00
Denuncia,06/10/2021,19:17:46,SAN CRISTOBAL,10,19
Denuncia,06/10/2021,23:55:25,ALMAGRO,10,23
Denuncia,06/10/2021,19:43:05,BALVANERA,10,19
Denuncia,06/10/2021,18:15:31,MONTE CASTRO,10,18
Denuncia,06/10/2021,17:57:58,MONTE CASTRO,10,17
Denuncia,06/10/2021,14:54:36,VILLA RIACHUELO,10,14
Denuncia,07/10/2021,23:59:29,PALERMO,10,23
Denuncia,07/10/2021,07:54:16,LINIERS,10,07
Denuncia,07/10/2021,09:43:19,SAN CRISTOBAL,10,09
Denuncia,07/10/2021,22:39:48,SAN CRISTOBAL,10,22
Denuncia,07/10/2021,10:48:08,CABALLITO,10,10
Denuncia,07/10/2021,23:11:01,CONSTITUCION,10,23
Denuncia,07/10/2021,07:58:44,NUEVA POMPEYA,10,07
Denuncia,07/10/2021,22:31:23,CABALLITO,10,22
Denuncia,07/10/2021,23:42:24,VILLA CRESPO,10,23
Denuncia,07/10/2021,11:53:56,CABALLITO,10,11
Denuncia,07/10/2021,18:52:53,VILLA GRAL. MITRE,10,18
Denuncia,07/10/2021,07:50:42,SAAVEDRA,10,07
Denuncia,07/10/2021,10:36:41,MONTE CASTRO,10,10
Denuncia,07/10/2021,17:34:25,RECOLETA,10,17
Denuncia,07/10/2021,23:48:29,CHACARITA,10,23
Denuncia,07/10/2021,10:47:19,PALERMO,10,10
Denuncia,07/10/2021,00:17:20,VILLA CRESPO,10,00
Denuncia,08/10/2021,02:43:08,SAN TELMO,10,02
Denuncia,08/10/2021,08:20:31,RECOLETA,10,08
Denuncia,08/10/2021,09:18:45,SAN CRISTOBAL,10,09
Denuncia,08/10/2021,19:59:38,MONSERRAT,10,19
Denuncia,08/10/2021,12:54:33,VILLA PUEYRREDON,10,12
Denuncia,08/10/2021,04:15:05,BOCA,10,04
Denuncia,08/10/2021,10:38:35,PALERMO,10,10
Denuncia,08/10/2021,13:36:09,VILLA CRESPO,10,13
Denuncia,08/10/2021,10:18:23,FLORES,10,10
Denuncia,08/10/2021,13:21:46,MONSERRAT,10,13
Denuncia,08/10/2021,16:42:23,BOCA,10,16
Denuncia,08/10/2021,12:29:15,PARQUE CHACABUCO,10,12
Denuncia,08/10/2021,13:35:30,MONSERRAT,10,13
Denuncia,08/10/2021,21:00:30,VILLA LUGANO,10,21
Denuncia,08/10/2021,17:09:26,BELGRANO,10,17
Denuncia,08/10/2021,08:23:44,BARRACAS,10,08
Denuncia,09/10/2021,22:52:05,RECOLETA,10,22
Denuncia,09/10/2021,01:38:02,FLORES,10,01
Denuncia,09/10/2021,20:05:26,VILLA DEVOTO,10,20
Denuncia,09/10/2021,06:29:12,SAN TELMO,10,06
Denuncia,09/10/2021,12:48:03,CABALLITO,10,12
Denuncia,09/10/2021,11:09:46,PALERMO,10,11
Denuncia,09/10/2021,01:30:20,PALERMO,10,01
Denuncia,09/10/2021,09:07:57,VILLA URQUIZA,10,09
Denuncia,09/10/2021,00:22:43,ALMAGRO,10,00
Denuncia,09/10/2021,13:44:46,CABALLITO,10,13
Denuncia,10/10/2021,15:41:03,VILLA PUEYRREDON,10,15
Denuncia,10/10/2021,19:08:33,MONSERRAT,10,19
Denuncia,10/10/2021,00:58:52,ALMAGRO,10,00
Denuncia,10/10/2021,15:47:30,VILLA PUEYRREDON,10,15
Denuncia,10/10/2021,14:24:24,FLORES,10,14
Denuncia,10/10/2021,15:42:18,VILLA CRESPO,10,15
Denuncia,10/10/2021,01:22:40,FLORES,10,01
Denuncia,10/10/2021,09:48:56,BARRACAS,10,09
Denuncia,10/10/2021,13:37:38,BALVANERA,10,13
Denuncia,10/10/2021,20:12:52,BARRACAS,10,20
Denuncia,10/10/2021,12:17:24,PALERMO,10,12
Denuncia,10/10/2021,13:35:05,CABALLITO,10,13
Denuncia,11/10/2021,15:22:31,LINIERS,10,15
Denuncia,11/10/2021,17:47:16,SAN TELMO,10,17
Denuncia,12/10/2021,18:05:57,PALERMO,10,18
Denuncia,12/10/2021,09:53:49,VILLA DEL PARQUE,10,09
Denuncia,12/10/2021,15:55:08,BELGRANO,10,15
Denuncia,12/10/2021,01:20:57,RECOLETA,10,01
Denuncia,12/10/2021,09:41:01,VILLA CRESPO,10,09
Denuncia,12/10/2021,09:01:38,VILLA URQUIZA,10,09
Denuncia,13/10/2021,15:59:33,VILLA LURO,10,15
Denuncia,13/10/2021,01:35:42,BELGRANO,10,01
Denuncia,13/10/2021,10:25:00,VILLA CRESPO,10,10
Denuncia,13/10/2021,01:05:32,VILLA LUGANO,10,01
Denuncia,13/10/2021,10:31:20,CHACARITA,10,10
Denuncia,13/10/2021,19:50:57,CHACARITA,10,19
Denuncia,14/10/2021,11:49:36,BALVANERA,10,11
Denuncia,14/10/2021,09:49:08,PALERMO,10,09
Denuncia,14/10/2021,20:10:19,RECOLETA,10,20
Denuncia,14/10/2021,14:59:17,CABALLITO,10,14
Denuncia,14/10/2021,14:20:21,PARQUE CHAS,10,14
Denuncia,14/10/2021,07:40:46,VILLA CRESPO,10,07
Denuncia,14/10/2021,10:57:44,RECOLETA,10,10
Denuncia,14/10/2021,14:45:03,BALVANERA,10,14
Denuncia,14/10/2021,00:13:07,PALERMO,10,00
Denuncia,14/10/2021,19:48:49,CHACARITA,10,19
Denuncia,14/10/2021,14:58:50,MONSERRAT,10,14
Denuncia,14/10/2021,12:47:36,BELGRANO,10,12
Denuncia,15/10/2021,21:10:47,CABALLITO,10,21
Denuncia,15/10/2021,19:53:32,CABALLITO,10,19
Denuncia,15/10/2021,15:17:31,PALERMO,10,15
Denuncia,15/10/2021,12:50:56,VILLA GRAL. MITRE,10,12
Denuncia,15/10/2021,10:54:41,RECOLETA,10,10
Denuncia,15/10/2021,23:20:00,PALERMO,10,23
Denuncia,15/10/2021,12:08:32,PALERMO,10,12
Denuncia,15/10/2021,07:01:51,MONSERRAT,10,07
Denuncia,15/10/2021,18:52:59,SAAVEDRA,10,18
Denuncia,15/10/2021,10:06:42,MONSERRAT,10,10
Denuncia,15/10/2021,18:35:26,PALERMO,10,18
Denuncia,16/10/2021,16:37:23,BELGRANO,10,16
Denuncia,16/10/2021,17:04:02,CABALLITO,10,17
Denuncia,16/10/2021,07:58:28,CABALLITO,10,07
Denuncia,16/10/2021,20:05:57,PALERMO,10,20
Denuncia,16/10/2021,22:32:44,ALMAGRO,10,22
Denuncia,16/10/2021,01:29:31,BARRACAS,10,01
Denuncia,16/10/2021,03:12:51,PALERMO,10,03
Denuncia,16/10/2021,08:17:26,VILLA CRESPO,10,08
Denuncia,16/10/2021,03:35:05,CABALLITO,10,03
Denuncia,16/10/2021,04:23:14,PARQUE CHACABUCO,10,04
Denuncia,16/10/2021,22:02:49,PALERMO,10,22
Denuncia,17/10/2021,00:10:06,PALERMO,10,00
Denuncia,17/10/2021,04:57:21,PALERMO,10,04
Denuncia,17/10/2021,02:49:03,PALERMO,10,02
Denuncia,17/10/2021,12:32:11,RETIRO,10,12
Denuncia,17/10/2021,00:11:49,ALMAGRO,10,00
Denuncia,17/10/2021,23:37:39,RECOLETA,10,23
Denuncia,18/10/2021,00:59:05,VILLA DEVOTO,10,00
Denuncia,18/10/2021,19:48:42,RECOLETA,10,19
Denuncia,18/10/2021,08:31:34,CABALLITO,10,08
Denuncia,18/10/2021,03:59:34,SAAVEDRA,10,03
Denuncia,18/10/2021,10:20:50,RECOLETA,10,10
Denuncia,18/10/2021,19:13:34,SAN TELMO,10,19
Denuncia,18/10/2021,12:59:00,CONSTITUCION,10,12
Denuncia,18/10/2021,14:15:30,LINIERS,10,14
Denuncia,18/10/2021,17:24:53,BARRACAS,10,17
Denuncia,18/10/2021,17:36:22,VILLA SOLDATI,10,17
Denuncia,18/10/2021,23:25:39,MATADEROS,10,23
Denuncia,18/10/2021,14:14:20,BARRACAS,10,14
Denuncia,18/10/2021,13:34:51,BALVANERA,10,13
Denuncia,18/10/2021,13:25:10,BALVANERA,10,13
Denuncia,19/10/2021,02:31:44,PALERMO,10,02
Denuncia,19/10/2021,19:07:40,CABALLITO,10,19
Denuncia,19/10/2021,20:44:51,VILLA URQUIZA,10,20
Denuncia,19/10/2021,14:50:23,COLEGIALES,10,14
Denuncia,19/10/2021,17:38:34,CABALLITO,10,17
Denuncia,19/10/2021,17:37:51,RECOLETA,10,17
Denuncia,19/10/2021,02:01:20,ALMAGRO,10,02
Denuncia,19/10/2021,22:37:11,BOEDO,10,22
Denuncia,19/10/2021,18:14:28,BALVANERA,10,18
Denuncia,19/10/2021,16:36:22,RECOLETA,10,16
Denuncia,19/10/2021,15:31:40,PARQUE PATRICIOS,10,15
Denuncia,19/10/2021,14:33:43,CABALLITO,10,14
Denuncia,19/10/2021,16:38:05,VILLA PUEYRREDON,10,16
Denuncia,20/10/2021,10:23:18,PALERMO,10,10
Denuncia,20/10/2021,13:12:28,COLEGIALES,10,13
Denuncia,20/10/2021,13:49:18,PALERMO,10,13
Denuncia,20/10/2021,13:52:22,PALERMO,10,13
Denuncia,20/10/2021,13:15:27,VILLA DEVOTO,10,13
Denuncia,20/10/2021,21:46:09,VILLA CRESPO,10,21
Denuncia,20/10/2021,14:20:16,RETIRO,10,14
Denuncia,20/10/2021,14:01:07,CABALLITO,10,14
Denuncia,20/10/2021,15:39:25,CABALLITO,10,15
Denuncia,20/10/2021,21:51:16,MONSERRAT,10,21
Denuncia,20/10/2021,17:50:30,CABALLITO,10,17
Denuncia,20/10/2021,14:16:17,CABALLITO,10,14
Denuncia,20/10/2021,10:33:45,BOEDO,10,10
Denuncia,20/10/2021,17:00:56,CABALLITO,10,17
Denuncia,20/10/2021,11:47:02,VILLA RIACHUELO,10,11
Denuncia,21/10/2021,16:06:45,RETIRO,10,16
Denuncia,21/10/2021,12:52:05,VILLA GRAL. MITRE,10,12
Denuncia,21/10/2021,00:53:08,CABALLITO,10,00
Denuncia,21/10/2021,10:15:49,CABALLITO,10,10
Denuncia,21/10/2021,11:33:59,MONSERRAT,10,11
Denuncia,21/10/2021,15:05:34,VILLA URQUIZA,10,15
Denuncia,21/10/2021,19:55:11,SAN TELMO,10,19
Denuncia,21/10/2021,10:42:14,BALVANERA,10,10
Denuncia,21/10/2021,15:09:21,VILLA URQUIZA,10,15
Denuncia,21/10/2021,10:32:27,PALERMO,10,10
Denuncia,21/10/2021,16:15:45,CHACARITA,10,16
Denuncia,21/10/2021,18:48:59,CABALLITO,10,18
Denuncia,21/10/2021,01:02:37,VELEZ SARSFIELD,10,01
Denuncia,21/10/2021,20:22:26,PALERMO,10,20
Denuncia,21/10/2021,13:45:25,LINIERS,10,13
Denuncia,21/10/2021,22:54:54,RECOLETA,10,22
Denuncia,21/10/2021,20:14:22,PALERMO,10,20
Denuncia,22/10/2021,01:28:09,PUERTO MADERO,10,01
Denuncia,22/10/2021,12:42:02,VILLA URQUIZA,10,12
Denuncia,22/10/2021,13:25:53,VILLA CRESPO,10,13
Denuncia,22/10/2021,12:46:11,PUERTO MADERO,10,12
Denuncia,22/10/2021,09:18:40,PALERMO,10,09
Denuncia,22/10/2021,10:35:55,VILLA CRESPO,10,10
Denuncia,22/10/2021,09:22:56,PALERMO,10,09
Denuncia,22/10/2021,10:52:23,BARRACAS,10,10
Denuncia,22/10/2021,11:56:20,MONSERRAT,10,11
Denuncia,22/10/2021,15:35:10,RETIRO,10,15
Denuncia,22/10/2021,09:30:59,VILLA CRESPO,10,09
Denuncia,22/10/2021,12:40:31,CABALLITO,10,12
Denuncia,22/10/2021,09:41:40,PARQUE PATRICIOS,10,09
Denuncia,22/10/2021,12:41:33,VELEZ SARSFIELD,10,12
Denuncia,22/10/2021,19:00:07,VILLA RIACHUELO,10,19
Denuncia,22/10/2021,12:15:48,PALERMO,10,12
Denuncia,22/10/2021,21:34:09,COLEGIALES,10,21
Denuncia,22/10/2021,09:23:22,VILLA DEL PARQUE,10,09
Denuncia,22/10/2021,16:27:07,SAAVEDRA,10,16
Denuncia,22/10/2021,17:49:52,PALERMO,10,17
Denuncia,23/10/2021,09:29:02,PALERMO,10,09
Denuncia,23/10/2021,16:03:09,VILLA URQUIZA,10,16
Denuncia,23/10/2021,20:44:34,ALMAGRO,10,20
Denuncia,23/10/2021,12:15:40,PALERMO,10,12
Denuncia,23/10/2021,14:24:06,CABALLITO,10,14
Denuncia,23/10/2021,12:09:00,SAN TELMO,10,12
Denuncia,23/10/2021,15:55:39,ALMAGRO,10,15
Denuncia,23/10/2021,21:51:16,PARQUE CHACABUCO,10,21
Denuncia,24/10/2021,02:43:54,PALERMO,10,02
Denuncia,24/10/2021,10:02:15,BALVANERA,10,10
Denuncia,24/10/2021,08:55:44,ALMAGRO,10,08
Denuncia,24/10/2021,17:24:41,VILLA GRAL. MITRE,10,17
Denuncia,24/10/2021,01:22:14,PALERMO,10,01
Denuncia,24/10/2021,09:52:18,BALVANERA,10,09
Denuncia,24/10/2021,02:13:51,PALERMO,10,02
Denuncia,24/10/2021,10:50:08,FLORES,10,10
Denuncia,24/10/2021,02:08:15,PALERMO,10,02
Denuncia,24/10/2021,21:15:37,PALERMO,10,21
Denuncia,25/10/2021,14:17:16,VILLA GRAL. MITRE,10,14
Denuncia,25/10/2021,09:14:31,BARRACAS,10,09
Denuncia,25/10/2021,10:25:55,FLORESTA,10,10
Denuncia,25/10/2021,23:23:40,MONSERRAT,10,23
Denuncia,25/10/2021,13:54:21,RECOLETA,10,13
Denuncia,25/10/2021,09:49:33,PALERMO,10,09
Denuncia,25/10/2021,16:46:22,BELGRANO,10,16
Denuncia,25/10/2021,10:39:16,COLEGIALES,10,10
Denuncia,25/10/2021,20:37:52,PATERNAL,10,20
Denuncia,25/10/2021,14:23:20,VILLA URQUIZA,10,14
Denuncia,25/10/2021,22:02:24,MONSERRAT,10,22
Denuncia,25/10/2021,08:27:00,SAN TELMO,10,08
Denuncia,25/10/2021,18:33:22,FLORESTA,10,18
Denuncia,25/10/2021,16:30:02,PALERMO,10,16
Denuncia,25/10/2021,23:34:08,NUÑEZ,10,23
Denuncia,25/10/2021,11:50:55,CABALLITO,10,11
Denuncia,25/10/2021,23:58:26,PALERMO,10,23
Denuncia,25/10/2021,11:16:39,VILLA URQUIZA,10,11
Denuncia,25/10/2021,19:56:16,PALERMO,10,19
Denuncia,26/10/2021,11:22:57,BALVANERA,10,11
Denuncia,26/10/2021,21:48:52,SAN CRISTOBAL,10,21
Denuncia,26/10/2021,08:32:11,CABALLITO,10,08
Denuncia,26/10/2021,12:29:51,PARQUE AVELLANEDA,10,12
Denuncia,26/10/2021,13:29:47,RECOLETA,10,13
Denuncia,26/10/2021,17:09:21,PALERMO,10,17
Denuncia,26/10/2021,20:13:04,CABALLITO,10,20
Denuncia,26/10/2021,17:44:09,BELGRANO,10,17
Denuncia,26/10/2021,11:40:28,PALERMO,10,11
Denuncia,26/10/2021,22:01:40,VILLA URQUIZA,10,22
Denuncia,26/10/2021,16:59:35,BOEDO,10,16
Denuncia,26/10/2021,20:43:21,PALERMO,10,20
Denuncia,26/10/2021,22:22:08,BELGRANO,10,22
Denuncia,26/10/2021,21:27:36,BALVANERA,10,21
Denuncia,26/10/2021,00:28:00,VILLA GRAL. MITRE,10,00
Denuncia,27/10/2021,08:32:33,FLORESTA,10,08
Denuncia,27/10/2021,20:22:01,PALERMO,10,20
Denuncia,27/10/2021,13:14:15,FLORES,10,13
Denuncia,27/10/2021,13:18:00,VILLA LUGANO,10,13
Denuncia,27/10/2021,08:00:42,LINIERS,10,08
Denuncia,27/10/2021,23:37:56,CABALLITO,10,23
Denuncia,27/10/2021,20:12:50,PALERMO,10,20
Denuncia,27/10/2021,00:26:38,BALVANERA,10,00
Denuncia,27/10/2021,17:39:10,VILLA CRESPO,10,17
Denuncia,27/10/2021,16:42:40,VILLA ORTUZAR,10,16
Denuncia,27/10/2021,13:51:31,PATERNAL,10,13
Denuncia,27/10/2021,13:07:32,PATERNAL,10,13
Denuncia,27/10/2021,20:42:46,PALERMO,10,20
Denuncia,27/10/2021,23:53:03,PALERMO,10,23
Denuncia,27/10/2021,22:27:16,BELGRANO,10,22
Denuncia,28/10/2021,17:17:29,BELGRANO,10,17
Denuncia,28/10/2021,10:42:57,PALERMO,10,10
Denuncia,28/10/2021,09:18:43,BALVANERA,10,09
Denuncia,28/10/2021,14:42:37,BELGRANO,10,14
Denuncia,28/10/2021,12:07:46,VILLA URQUIZA,10,12
Denuncia,28/10/2021,11:58:36,BELGRANO,10,11
Denuncia,28/10/2021,20:10:11,FLORES,10,20
Denuncia,28/10/2021,14:58:27,FLORES,10,14
Denuncia,28/10/2021,23:07:44,BELGRANO,10,23
Denuncia,28/10/2021,23:48:24,BELGRANO,10,23
Denuncia,28/10/2021,12:28:31,VILLA DEL PARQUE,10,12
Denuncia,28/10/2021,10:26:24,RECOLETA,10,10
Denuncia,28/10/2021,09:24:49,COLEGIALES,10,09
Denuncia,28/10/2021,18:50:31,RECOLETA,10,18
Denuncia,28/10/2021,09:48:38,FLORES,10,09
Denuncia,28/10/2021,16:40:31,BALVANERA,10,16
Denuncia,28/10/2021,10:20:15,PALERMO,10,10
Denuncia,28/10/2021,13:16:59,PALERMO,10,13
Denuncia,28/10/2021,10:26:57,PALERMO,10,10
Denuncia,29/10/2021,14:42:19,FLORESTA,10,14
Denuncia,29/10/2021,13:54:25,RECOLETA,10,13
Denuncia,29/10/2021,18:22:07,PALERMO,10,18
Denuncia,29/10/2021,00:09:02,BELGRANO,10,00
Denuncia,29/10/2021,11:42:32,RETIRO,10,11
Denuncia,29/10/2021,23:35:42,MONSERRAT,10,23
Denuncia,29/10/2021,13:02:26,RECOLETA,10,13
Denuncia,29/10/2021,09:51:15,BALVANERA,10,09
Denuncia,29/10/2021,17:00:47,RECOLETA,10,17
Denuncia,29/10/2021,20:59:00,CHACARITA,10,20
Denuncia,29/10/2021,15:49:20,ALMAGRO,10,15
Denuncia,29/10/2021,06:30:33,RETIRO,10,06
Denuncia,29/10/2021,17:04:52,BOEDO,10,17
Denuncia,29/10/2021,22:17:57,PALERMO,10,22
Denuncia,29/10/2021,11:10:16,LINIERS,10,11
Denuncia,29/10/2021,23:12:01,PALERMO,10,23
Denuncia,30/10/2021,19:20:25,CHACARITA,10,19
Denuncia,30/10/2021,16:37:59,CHACARITA,10,16
Denuncia,30/10/2021,17:12:35,CHACARITA,10,17
Denuncia,30/10/2021,19:25:12,MATADEROS,10,19
Denuncia,30/10/2021,17:53:18,CHACARITA,10,17
Denuncia,30/10/2021,15:01:05,CABALLITO,10,15
Denuncia,30/10/2021,01:14:23,MONSERRAT,10,01
Denuncia,30/10/2021,23:04:25,VILLA DEVOTO,10,23
Denuncia,30/10/2021,01:09:59,PALERMO,10,01
Denuncia,30/10/2021,16:50:49,ALMAGRO,10,16
Denuncia,30/10/2021,01:38:44,PALERMO,10,01
Denuncia,30/10/2021,22:31:44,VILLA CRESPO,10,22
Denuncia,30/10/2021,09:59:40,VILLA DEL PARQUE,10,09
Denuncia,30/10/2021,14:27:18,SAN TELMO,10,14
Denuncia,30/10/2021,11:55:21,SAN CRISTOBAL,10,11
Denuncia,31/10/2021,21:07:48,RECOLETA,10,21
Denuncia,31/10/2021,00:52:23,PALERMO,10,00
Denuncia,31/10/2021,07:12:51,FLORES,10,07
Denuncia,31/10/2021,00:39:54,PALERMO,10,00
Denuncia,31/10/2021,20:54:52,CHACARITA,10,20
Denuncia,31/10/2021,19:10:36,RECOLETA,10,19
Denuncia,31/10/2021,19:15:56,VILLA CRESPO,10,19
Denuncia,31/10/2021,01:54:10,PARQUE CHACABUCO,10,01
Denuncia,01/11/2021,01:57:35,CONSTITUCION,11,01
Denuncia,01/11/2021,11:45:12,CHACARITA,11,11
Denuncia,01/11/2021,09:50:48,SAAVEDRA,11,09
Denuncia,01/11/2021,13:09:26,BELGRANO,11,13
Denuncia,01/11/2021,13:26:26,CABALLITO,11,13
Denuncia,01/11/2021,01:21:54,PALERMO,11,01
Denuncia,01/11/2021,07:36:50,VILLA PUEYRREDON,11,07
Denuncia,01/11/2021,11:05:24,BOCA,11,11
Denuncia,01/11/2021,11:06:07,CHACARITA,11,11
Denuncia,01/11/2021,14:52:01,CHACARITA,11,14
Denuncia,01/11/2021,17:22:21,BELGRANO,11,17
Denuncia,02/11/2021,09:37:01,SAN NICOLAS,11,09
Denuncia,02/11/2021,14:39:14,CHACARITA,11,14
Denuncia,02/11/2021,11:27:45,RECOLETA,11,11
Denuncia,02/11/2021,14:17:27,BOCA,11,14
Denuncia,02/11/2021,15:49:51,CABALLITO,11,15
Denuncia,02/11/2021,16:11:09,RECOLETA,11,16
Denuncia,02/11/2021,19:32:10,RECOLETA,11,19
Denuncia,02/11/2021,22:39:20,BALVANERA,11,22
Denuncia,02/11/2021,16:02:47,PALERMO,11,16
Denuncia,02/11/2021,15:58:22,CABALLITO,11,15
Denuncia,02/11/2021,16:24:27,VILLA DEVOTO,11,16
Denuncia,02/11/2021,19:02:54,PALERMO,11,19
Denuncia,02/11/2021,21:09:24,AGRONOMIA,11,21
Denuncia,02/11/2021,21:35:34,CABALLITO,11,21
Denuncia,03/11/2021,20:31:44,CABALLITO,11,20
Denuncia,03/11/2021,23:55:01,PALERMO,11,23
Denuncia,03/11/2021,23:04:30,PALERMO,11,23
Denuncia,03/11/2021,14:10:25,FLORESTA,11,14
Denuncia,03/11/2021,17:04:26,COLEGIALES,11,17
Denuncia,03/11/2021,10:38:37,PARQUE PATRICIOS,11,10
Denuncia,03/11/2021,16:30:14,RECOLETA,11,16
Denuncia,03/11/2021,08:43:07,RECOLETA,11,08
Denuncia,03/11/2021,00:17:30,PALERMO,11,00
Denuncia,03/11/2021,14:15:11,FLORESTA,11,14
Denuncia,03/11/2021,00:43:18,CABALLITO,11,00
Denuncia,03/11/2021,14:24:38,CABALLITO,11,14
Denuncia,03/11/2021,12:05:06,PALERMO,11,12
Denuncia,03/11/2021,19:05:50,NUEVA POMPEYA,11,19
Denuncia,03/11/2021,23:53:08,PALERMO,11,23
Denuncia,03/11/2021,23:12:59,PALERMO,11,23
Denuncia,03/11/2021,16:46:23,ALMAGRO,11,16
Denuncia,03/11/2021,09:41:11,SAAVEDRA,11,09
Denuncia,03/11/2021,17:05:42,RECOLETA,11,17
Denuncia,04/11/2021,09:32:25,CHACARITA,11,09
Denuncia,04/11/2021,16:26:05,BALVANERA,11,16
Denuncia,04/11/2021,10:26:35,BELGRANO,11,10
Denuncia,04/11/2021,14:43:05,VILLA CRESPO,11,14
Denuncia,04/11/2021,00:00:18,BELGRANO,11,00
Denuncia,04/11/2021,16:48:32,MATADEROS,11,16
Denuncia,04/11/2021,08:13:12,VILLA CRESPO,11,08
Denuncia,04/11/2021,22:02:01,SAAVEDRA,11,22
Denuncia,04/11/2021,22:38:08,CHACARITA,11,22
Denuncia,04/11/2021,17:30:50,ALMAGRO,11,17
Denuncia,04/11/2021,17:40:29,RECOLETA,11,17
Denuncia,04/11/2021,18:01:33,PALERMO,11,18
Denuncia,04/11/2021,18:25:23,VELEZ SARSFIELD,11,18
Denuncia,04/11/2021,19:19:50,PALERMO,11,19
Denuncia,04/11/2021,21:25:13,SAN TELMO,11,21
Denuncia,04/11/2021,20:20:00,PALERMO,11,20
Denuncia,04/11/2021,19:23:39,ALMAGRO,11,19
Denuncia,05/11/2021,15:55:24,PALERMO,11,15
Denuncia,05/11/2021,19:07:46,SAN TELMO,11,19
Denuncia,05/11/2021,10:01:33,RECOLETA,11,10
Denuncia,05/11/2021,18:14:34,SAN TELMO,11,18
