tipo_prestacion,fecha_ingreso,hora_ingreso,domicilio_barrio,mes
Denuncia,25/12/2021,18:20:24,MONSERRAT,12
Denuncia,25/12/2021,21:52:54,CHACARITA,12
Denuncia,25/12/2021,20:25:32,MONSERRAT,12
Denuncia,25/12/2021,20:27:55,MONSERRAT,12
Denuncia,26/12/2021,01:30:33,VILLA DEL PARQUE,12
Denuncia,26/12/2021,22:10:44,CHACARITA,12
Denuncia,26/12/2021,01:32:23,PALERMO,12
Denuncia,26/12/2021,01:49:56,MONSERRAT,12
Denuncia,26/12/2021,08:56:38,PALERMO,12
Denuncia,26/12/2021,10:35:18,ALMAGRO,12
Denuncia,26/12/2021,13:34:27,MONSERRAT,12
Denuncia,26/12/2021,08:07:56,VILLA CRESPO,12
Denuncia,26/12/2021,16:31:49,PALERMO,12
Denuncia,27/12/2021,01:17:07,FLORESTA,12
Denuncia,27/12/2021,13:21:21,CHACARITA,12
Denuncia,27/12/2021,13:26:02,SAN NICOLAS,12
Denuncia,27/12/2021,18:54:09,CHACARITA,12
Denuncia,27/12/2021,22:34:29,NUÑEZ,12
Denuncia,27/12/2021,02:52:00,VILLA URQUIZA,12
Denuncia,27/12/2021,09:26:01,MONSERRAT,12
Denuncia,27/12/2021,10:59:22,BELGRANO,12
Denuncia,27/12/2021,14:49:34,PALERMO,12
Denuncia,27/12/2021,13:52:16,ALMAGRO,12
Denuncia,27/12/2021,22:00:34,SAAVEDRA,12
Denuncia,28/12/2021,21:09:31,RECOLETA,12
Denuncia,28/12/2021,08:21:36,CHACARITA,12
Denuncia,28/12/2021,05:39:17,PALERMO,12
Denuncia,28/12/2021,11:25:31,SAAVEDRA,12
Denuncia,28/12/2021,01:09:41,CABALLITO,12
Denuncia,28/12/2021,10:39:52,VILLA URQUIZA,12
Denuncia,28/12/2021,20:55:45,VILLA URQUIZA,12
Denuncia,29/12/2021,00:09:44,VILLA CRESPO,12
Denuncia,29/12/2021,12:59:28,PALERMO,12
Denuncia,29/12/2021,09:14:54,SAAVEDRA,12
Denuncia,29/12/2021,09:26:01,MATADEROS,12
Denuncia,29/12/2021,09:42:15,VILLA CRESPO,12
Denuncia,29/12/2021,15:34:47,BARRACAS,12
Denuncia,29/12/2021,23:09:01,CABALLITO,12
Denuncia,29/12/2021,22:05:51,COGHLAN,12
Denuncia,29/12/2021,16:49:13,FLORES,12
Denuncia,30/12/2021,22:45:41,RECOLETA,12
Denuncia,30/12/2021,11:28:07,ALMAGRO,12
Denuncia,30/12/2021,08:50:44,BELGRANO,12
Denuncia,30/12/2021,21:33:16,PARQUE CHAS,12
Denuncia,31/12/2021,04:00:31,MONSERRAT,12
Denuncia,31/12/2021,06:15:55,CABALLITO,12
Denuncia,31/12/2021,07:25:27,VILLA RIACHUELO,12
Denuncia,31/12/2021,13:29:01,RETIRO,12
Denuncia,31/12/2021,14:45:59,BELGRANO,12
Denuncia,31/12/2021,16:11:15,RECOLETA,12
